gene_name,entrezgene_id,padj,Diff
SERINC2,347735,1.99e-28,-1.664562198
SERINC3,10955,0.000450337,-0.871212761
SERINC5,256987,2.4e-39,-1.355248054
SERP2,387923,3.12e-16,0.667796065
SERPINA1,5265,7.28e-47,-1.970532782
SERPINA10,51156,1.11e-13,-1.461952612
SERPINA11,256394,2.8e-07,-0.940284011
SERPINA12,145264,4.58e-13,-1.275261849
SERPINA13P,388007,1.18e-37,1.120158031
SERPINA3,12,1.07e-38,-1.852796275
SERPINA4,5267,1.02e-33,-1.339853709
SERPINA7,6906,0.046089358,-1.269043448
SERPINA9,327657,6.48e-14,-1.776271313
SERPINB1,1992,1.95e-60,-1.789941729
SERPINB10,5273,8.42e-06,-2.614097394
SERPINB11,89778,1.21e-25,-1.325611544
SERPINB12,89777,1.43e-37,-2.174684305
SERPINB13,5275,3.27e-05,-3.597380887
SERPINB2,5055,8.69e-26,-1.467443848
SERPINB5,5268,0.000332109,-4.238574544
SERPINB6,5269,1.93e-32,-1.212383677
SERPINB7,8710,7.76e-05,-2.974147126
SERPINB9,5272,5.73e-13,-0.861422392
SERPIND1,3053,7.55e-25,0.762752866
SERPINE1,5054,3.96e-13,-0.768046932
SERPINE2,5270,8.57e-67,-2.936102019
SERPINE3,647174,1.42e-06,1.712694297
SERPINF2,5345,1.35e-14,-1.387759054
SERPINH1,871,3e-27,-0.875175545
SERPINI1,5274,1.32e-28,-2.219238989
SERPINI2,5276,1.38e-11,-5.144397759
SERTAD1,29950,1.06e-31,1.119485658
SERTAD4,56256,6.61e-12,-2.198647281
SERTM1,400120,3e-21,1.841433971
SESN2,83667,2.28e-18,1.432178998
SESN3,143686,1.05e-28,1.791922825
SESTD1,91404,0.005692949,-2.861704108
SET,6418,4.74e-45,-2.709162319
SETBP1,26040,5.63e-08,3.650790349
SETD1B,23067,3.54e-25,1.329018204
SETD3,84193,5.5e-66,2.963418848
SETD4,54093,0.00012301,0.528176549
SETD5,55209,1.32e-22,0.767473413
SETD6,79918,5.85e-05,-0.262105015
SETD7,80854,7.72e-24,-2.531646556
SETDB1,9869,1.88e-21,-1.346204556
SETMAR,6419,9.36e-06,2.139657334
SETX,23064,0.001389107,1.869120571
SEZ6L,23544,4.47e-56,-3.099020997
SEZ6L2,26470,0.028392317,-1.073408843
SF1,7536,4.12e-07,5.249330196
SF3A1,10291,9.83e-11,0.685313562
SF3A2,8175,9.99e-13,-1.2424118
SF3A3,10946,9.47e-11,-0.733443467
SF3B1,23451,0.000157107,-0.381069825
SF3B2,10992,5.85e-08,0.442579299
SF3B3,23450,2.78e-22,-1.216818813
SF3B4,10262,5.62e-07,-0.441485875
SF3B5,83443,0.039877478,-0.309008713
SF3B6,51639,1.36e-05,0.188390654
SFN,2810,3.66e-51,-1.588466034
SFRP1,6422,6.2e-25,-1.67316324
SFRP4,6424,8.75e-10,-1.140715779
SFRP5,6425,4.15e-11,1.326980015
SFSWAP,6433,9.86e-06,0.584322176
SFT2D1,113402,0.028934547,1.721030479
SFT2D2,375035,7.45e-06,-1.048354844
SFT2D3,84826,1.89e-09,-1.997582081
SFTA1P,207107,3e-20,-7.23894874
SFTA2,389376,2.59e-07,3.823930217
SFTA3,253970,1.25e-23,1.786497053
SFTPA1,653509,1.71e-24,-1.320234781
SFTPA2,729238,9.43e-39,-1.55311783
SFTPB,6439,4.8e-54,-2.059332951
SFTPC,6440,4.08e-20,-0.838482395
SFTPD,6441,9.59e-19,-1.246536979
SFXN2,118980,9.61e-28,1.507132749
SFXN3,81855,1.46e-42,2.776899544
SFXN4,119559,0.017745212,1.83708155
SGCA,6442,2.83e-21,-1.019862806
SGCD,6444,9.12e-10,-2.722559253
SGCE,8910,0.012197789,2.500589536
SGCG,6445,3.82e-07,-3.013100322
SGCZ,137868,1.83e-15,-6.246478324
SGK1,6446,6.66e-55,-3.021750469
SGPP2,130367,2.22e-08,-2.55364505
SGSH,6448,7.26e-25,2.230262606
SGSM1,129049,5.83e-51,-2.26042051
SGTA,6449,4.52e-36,1.824815882
SGTB,54557,0.000115952,1.958977928
SH2B3,10019,5.91e-39,-2.936950085
SH2D1A,4068,0.000511283,-3.031796531
SH2D1B,117157,5.67e-11,-3.784998824
SH2D2A,9047,4.26e-50,-1.55956398
SH2D3C,10044,2.1e-31,2.486268771
SH2D4B,387694,3.2e-21,-1.787978079
SH2D5,400745,1.02e-19,-1.021317342
SH2D7,646892,4.1e-41,-1.533829282
SH3BGR,6450,7.72e-16,1.140083266
SH3BGRL,6451,0.000558398,2.338596326
SH3BGRL3,83442,5.35e-47,-1.208843433
SH3BP1,23616,1.04e-31,-1.516479426
SH3BP2,6452,5.83e-59,-2.592458631
SH3BP5-AS1,100505696,2.17e-09,0.393660919
SH3BP5L,80851,6.64e-27,-1.495572481
SH3D19,152503,2.77e-12,-5.942735798
SH3D21,79729,1.03e-32,-0.707645018
SH3GL1,6455,3.52e-70,-2.002880091
SH3GL3,6457,2.97e-10,-3.62999734
SH3GLB1,51100,0.00273956,0.163149017
SH3GLB2,56904,1.4e-34,1.460332648
SH3KBP1,30011,0.000320415,-2.388424717
SH3PXD2A,9644,1.83e-42,-2.208724047
SH3PXD2A-AS1,100505839,0.018106292,-1.917030183
SH3PXD2B,285590,2.38e-53,-3.224087334
SH3RF2,153769,3.2e-37,-3.35884722
SH3RF3,344558,1.31e-76,-3.262875208
SH3TC1,54436,1.68e-14,-1.727587717
SH3TC2,79628,1.68e-47,-1.369524933
SH3YL1,26751,0.00082831,3.255075199
SHANK2,22941,1.28e-10,-5.618718993
SHANK2-AS1,100874198,8.81e-09,-0.37869285
SHARPIN,81858,2.35e-11,-0.62875194
SHC1,6464,0.000929943,-1.530622504
SHC3,53358,1.66e-06,-4.329335762
SHCBP1,79801,5.07e-16,-0.977590702
SHCBP1L,81626,2.79e-28,-0.862562449
SHE,126669,1.31e-29,3.094741837
SHF,90525,1.08e-46,-1.355939628
SHISA2,387914,2.1e-13,1.460502479
SHISA3,152573,8.94e-21,1.388815847
SHISA4,149345,5.2e-18,0.987663663
SHISA6,388336,9.61e-44,-2.51775531
SHISA7,729956,1.7e-28,2.385436966
SHMT2,6472,1.18e-58,-3.5220441
SHOC2,8036,0.016047499,2.561776462
SHOX2,6474,0.033632116,1.487844933
SHPK,23729,1.07e-12,0.717958318
SHROOM1,134549,2.78e-07,-0.503484715
SHROOM2,357,1e-05,4.47894514
SHROOM3,57619,0.000458647,3.59255508
SHROOM4,57477,2.76e-08,-3.349479348
SIAE,54414,7.08e-20,1.315070004
SIAH1,6477,2.53e-06,-2.330704522
SIAH3,283514,5.1e-11,4.445106695
SIGIRR,59307,7.73e-39,-2.983647997
SIGLEC1,6614,3.06e-20,-1.015408
SIGLEC10,89790,9.05e-10,-1.31309335
SIGLEC11,114132,1.33e-22,-1.34447906
SIGLEC12,89858,2.66e-13,-5.953070277
SIGLEC14,100049587,4.45e-11,-0.995725385
SIGLEC15,284266,1.03e-41,-1.843031416
SIGLEC16,400709,7.62e-10,-0.725999663
SIGLEC17P,284367,5.87e-34,-1.557023988
SIGLEC5,8778,0.030816328,-1.006550989
SIGLEC6,946,5.56e-06,-3.094009812
SIGLEC7,27036,1.89e-22,-2.936224629
SIGLEC8,27181,1.33e-10,-1.633771728
SIGLEC9,27180,3.58e-21,-1.336141748
SIGLECL1,284369,1.62e-11,-1.075411018
SIGMAR1,10280,0.001902815,-0.211267033
SIK2,23235,0.00019361,-1.646689904
SIKE1,80143,0.019213645,-0.119982737
SIM1,6492,2.95e-18,2.153746852
SIM2,6493,0.000105374,3.693270668
SIMC1,375484,1.06e-15,-1.13209738
SIN3A,25942,0.006593675,1.46861722
SIN3B,23309,3.57e-36,-1.235358976
SIPA1,6494,1.26e-47,-2.549776453
SIPA1L2,57568,6.4e-31,-1.914941623
SIRPA,140885,1.43e-17,-4.465734225
SIRPB1,10326,2.53e-50,-1.678350875
SIRPB2,284759,0.021049111,-1.786677843
SIRPD,128646,3.54e-09,0.570837652
SIRPG,55423,4.72e-64,-2.439058159
SIRPG-AS1,101929010,4.72e-64,-2.439058159
SIRT1,23411,2.36e-11,0.938560454
SIRT2,22933,3.52e-45,2.063909875
SIRT4,23409,9.58e-30,0.780938785
SIRT6,51548,0.002505531,-1.904927655
SIRT7,51547,3.86e-14,-0.753130022
SIT1,27240,4.39e-13,-1.253596267
SIX1,6495,2.8e-10,1.273142321
SIX2,10736,1.4e-18,1.649998964
SIX3,6496,0.012514935,2.576781116
SIX3-AS1,100506108,0.00073273,0.400914719
SIX4,51804,4.25e-15,1.274536108
SIX5,147912,8.08e-18,1.054439511
SIX6,4990,1.42e-22,2.510730268
SKA1,220134,9.94e-16,-0.361460819
SKA3,221150,2.24e-28,-2.097034399
SKIL,6498,1.94e-18,1.736990331
SKIV2L,6499,0.013494093,1.316607414
SKOR1,390598,6.31e-13,2.04671419
SKOR2,652991,1.62e-37,2.557678242
SKP2,6502,2.1e-37,1.236596862
SLA,6503,3.15e-26,-2.051747023
SLA2,84174,6.16e-39,-1.844854252
SLAIN1,122060,4.65e-06,-4.152867392
SLAMF1,6504,3.77e-23,-1.552053609
SLAMF6,114836,9.88e-13,-1.531815199
SLAMF7,57823,7.63e-38,-2.00871355
SLAMF8,56833,8.14e-30,-1.442176145
SLAMF9,89886,6.85e-39,-1.792683484
SLBP,7884,7.52e-36,-1.03338161
SLC10A1,6554,3.28e-09,-1.447050298
SLC10A4,201780,3.17e-21,2.885109969
SLC10A5,347051,7.72e-06,-4.060718047
SLC10A6,345274,3.17e-08,-0.718735481
SLC11A1,6556,1.2e-44,-1.886406234
SLC11A2,4891,4.2e-10,4.410681205
SLC12A2,6558,8.53e-06,-3.471651956
SLC12A7,10723,2.18e-32,-1.831488487
SLC12A9,56996,7.71e-34,-1.856848397
SLC13A1,6561,1.62e-20,-2.617855842
SLC13A4,26266,3.36e-18,-1.626313016
SLC13A5,284111,0.000475883,-2.475083142
SLC14A1,6563,0.000707816,-1.323262151
SLC14A2,8170,1.36e-05,-3.7731155
SLC15A2,6565,6.08e-26,2.098763578
SLC15A3,51296,3.67e-14,-0.836513223
SLC15A4,121260,2.99e-72,-3.426081353
SLC16A1,6566,5.18e-28,-2.004102254
SLC16A1-AS1,100506392,0.003330525,-0.156466212
SLC16A10,117247,4.92e-13,5.870257236
SLC16A11,162515,2.63e-20,0.847823281
SLC16A13,201232,4.11e-54,-1.077668212
SLC16A14,151473,1.72e-20,1.187603152
SLC16A2,6567,0.006302331,2.829111112
SLC16A3,9123,1.53e-90,-3.719700199
SLC16A5,9121,7.54e-06,4.18684206
SLC16A7,9194,0.000207229,-3.824572664
SLC17A1,6568,2.12e-05,0.619979827
SLC17A2,10246,8.43e-14,0.620871825
SLC17A3,10786,4.67e-09,-5.054282675
SLC17A4,10050,0.004020553,-1.299510151
SLC17A5,26503,0.001578877,-1.895844278
SLC17A6,57084,6.63e-08,2.338456323
SLC17A7,57030,0.007872227,1.858183019
SLC17A8,246213,1.44e-23,1.444364915
SLC17A9,63910,6.04e-09,-1.104347016
SLC18A1,6570,1.14e-56,-2.035436507
SLC18A3,6572,1.04e-20,2.1112141
SLC19A2,10560,0.000106817,2.06129148
SLC19A3,80704,5.53e-13,0.821945515
SLC1A2,6506,3.53e-41,-2.488725576
SLC1A3,6507,4.52e-10,-3.238323791
SLC1A4,6509,3.4e-11,-1.111123482
SLC1A5,6510,0.000160217,-1.339579023
SLC1A7,6512,2.72e-26,-1.699093827
SLC20A2,6575,1.1e-10,4.014491816
SLC22A1,6580,3.02e-27,-1.376375085
SLC22A10,387775,0.023304854,-0.900317027
SLC22A11,55867,6.65e-10,-1.004174679
SLC22A12,116085,1.51e-20,2.392617135
SLC22A14,9389,5.57e-36,1.256960837
SLC22A15,55356,1.04e-38,-1.55619412
SLC22A17,51310,4.24e-19,1.210237164
SLC22A18,5002,2.29e-48,-2.03709063
SLC22A18AS,5003,2.29e-48,-2.03709063
SLC22A2,6582,0.046845134,-0.991102091
SLC22A23,63027,1.79e-14,-4.127334606
SLC22A24,283238,0.007958233,-0.916349686
SLC22A25,387601,5.06e-10,-0.619068613
SLC22A3,6581,2.37e-08,-2.954626157
SLC22A31,146429,1.21e-10,-0.60380283
SLC22A4,6583,7.06e-58,-2.329841263
SLC22A5,6584,2.69e-14,-2.019282473
SLC22A6,9356,1.04e-10,-0.972578635
SLC22A7,10864,3.14e-12,-0.767147014
SLC22A9,114571,2.24e-23,-0.997976576
SLC23A1,9963,2.08e-20,1.612576484
SLC24A1,9187,1.32e-27,1.327491859
SLC24A2,25769,8.73e-33,-2.042993784
SLC24A3,57419,2.39e-47,-2.320417887
SLC24A5,283652,6.4e-05,-0.906517897
SLC25A1,6576,1.17e-07,0.285754128
SLC25A10,1468,1.75e-19,1.448436613
SLC25A13,10165,0.004271717,2.636888199
SLC25A14,9016,1.85e-06,0.230219959
SLC25A15,10166,1.49e-11,0.761895571
SLC25A16,8034,2.8e-05,-0.239607955
SLC25A18,83733,1.77e-19,1.389957705
SLC25A19,60386,4.66e-22,1.529514603
SLC25A2,83884,1.38e-39,1.82502345
SLC25A20,788,1.21e-12,-1.497370362
SLC25A21,89874,5.31e-10,-5.044111289
SLC25A21-AS1,100129794,2.77e-08,0.548946839
SLC25A23,79085,3.81e-14,-0.92474577
SLC25A25,114789,1.67e-38,3.765861311
SLC25A26,115286,1.71e-12,-0.985688476
SLC25A27,9481,9.97e-06,-1.114895477
SLC25A28,81894,5.17e-22,-1.206221337
SLC25A3,5250,0.000937469,3.273635692
SLC25A30,253512,0.000347659,0.413432612
SLC25A30-AS1,100874259,1.16e-05,0.212984988
SLC25A31,83447,7.54e-06,-0.832708383
SLC25A32,81034,5.61e-19,-1.575857015
SLC25A33,84275,1.46e-11,1.601511397
SLC25A34,284723,1.97e-06,0.826827595
SLC25A35,399512,3.38e-09,0.652970942
SLC25A38,54977,6.46e-17,0.504908351
SLC25A3P1,163742,2.9e-10,-0.366665571
SLC25A4,291,6.68e-27,1.376267853
SLC25A40,55972,2.08e-14,1.115709671
SLC25A41,284427,1.89e-24,-1.084002076
SLC25A44,9673,1.22e-12,0.669011056
SLC25A45,283130,2.88e-07,0.796857627
SLC25A47,283600,4.86e-18,-0.972730613
SLC25A48,153328,1.42e-24,-0.996641427
SLC25A5-AS1,100303728,0.00146632,0.546801685
SLC25A52,147407,8.8e-06,-0.325008886
SLC25A53,401612,3.34e-21,-1.317560554
SLC26A1,10861,1.27e-48,2.356453358
SLC26A11,284129,7.26e-25,2.230262606
SLC26A3,1811,1.54e-06,-1.966810739
SLC26A4,5172,0.000186808,-2.292003358
SLC26A5,375611,0.000199902,-1.847869597
SLC26A6,65010,6.79e-20,0.609643155
SLC26A7,115111,0.001282479,-1.749646304
SLC26A9,115019,2.81e-12,-1.493902726
SLC27A4,10999,1.21e-34,-1.462913406
SLC27A6,28965,6.8e-39,4.129940679
SLC28A1,9154,1.62e-09,-3.394550206
SLC28A3,64078,1.6e-49,-2.685380927
SLC29A2,3177,2.2e-33,1.30555193
SLC29A3,55315,1.75e-25,-1.557989992
SLC29A4,222962,5.72e-15,-0.879463151
SLC2A1,6513,5.9e-18,-3.174805658
SLC2A10,81031,2.17e-37,2.09077796
SLC2A12,154091,0.01350115,-1.294112621
SLC2A13,114134,0.007282327,-1.759853468
SLC2A14,144195,9.94e-40,-1.773866542
SLC2A2,6514,0.000371217,-2.371344361
SLC2A3,6515,1.23e-32,-2.005386477
SLC2A4,6517,7.62e-07,-2.881859897
SLC2A4RG,56731,2.95e-18,1.557339362
SLC2A5,6518,1.15e-30,-1.899104811
SLC2A7,155184,1.46e-05,-2.266740825
SLC2A8,29988,3.03e-09,0.527026794
SLC2A9,56606,4.2e-07,-2.771187289
SLC30A1,7779,0.005760844,0.254823629
SLC30A10,55532,5.84e-25,2.177905678
SLC30A3,7781,7.35e-14,2.281994907
SLC30A5,64924,0.02914699,-0.244751038
SLC30A6,55676,0.031567854,-1.161004913
SLC30A8,169026,0.000367258,-1.965047846
SLC30A9,10463,9.97e-14,0.640620164
SLC31A1,1317,3.92e-08,-4.690329668
SLC32A1,140679,1.64e-18,2.34924468
SLC33A1,9197,1.99e-39,-1.414401607
SLC34A1,6569,3.23e-38,-1.644384722
SLC34A2,10568,4.79e-27,-1.824071294
SLC35A2,7355,0.012398758,0.823854201
SLC35A3,23443,0.000544125,0.55821381
SLC35A5,55032,2.42e-07,-2.710768452
SLC35B1,10237,1.17e-17,-1.195520433
SLC35B2,347734,1.89e-08,-0.613833805
SLC35B3,51000,2.62e-15,1.046540702
SLC35C1,55343,1.04e-29,1.277090939
SLC35D1,23169,2.69e-12,1.028413566
SLC35D2,11046,8.06e-09,0.693733677
SLC35D3,340146,1.4e-11,1.309367904
SLC35E1,79939,9.15e-15,-1.417750987
SLC35E2B,728661,5.84e-09,-0.77118317
SLC35E3,55508,5.02e-09,-0.41709548
SLC35E4,339665,1.06e-10,0.497885441
SLC35F1,222553,1.72e-16,2.028999273
SLC35F2,54733,6.3e-10,-4.285589567
SLC35F4,341880,2.86e-49,-1.865625532
SLC35F6,54978,3.91e-50,-1.938223458
SLC35G2,80723,8.65e-20,-0.984845928
SLC35G6,643664,1.81e-07,0.394890433
SLC36A1,206358,1.57e-14,-0.826210811
SLC36A2,153201,2.61e-20,-1.487381447
SLC36A3,285641,1.21e-27,-1.638152769
SLC37A2,219855,1.37e-24,-1.830225626
SLC37A4,2542,0.002177387,-0.947753185
SLC38A1,81539,1.29e-58,-2.968974023
SLC38A11,151258,1.37e-43,1.754565307
SLC38A2,54407,8.55e-08,4.063658342
SLC38A3,10991,2.04e-08,0.889214316
SLC38A4,55089,5.16e-05,3.702600904
SLC38A5,92745,6.04e-19,-1.450634077
SLC38A6,145389,0.016839293,-2.12002873
SLC38A9,153129,2.2e-48,-2.164654007
SLC39A1,27173,0.008167946,0.946491968
SLC39A10,57181,6.26e-06,-3.962171419
SLC39A11,201266,9.4e-18,-1.740333249
SLC39A12,221074,5.04e-07,-3.172238789
SLC39A12-AS1,100129213,5.6e-27,-2.286255872
SLC39A4,55630,4.18e-05,-1.052971186
SLC39A5,283375,2.7e-25,-1.045596055
SLC39A8,64116,2.89e-06,-0.77370027
SLC3A1,6519,1.58e-12,5.445984424
SLC40A1,30061,2.5e-16,0.659980698
SLC41A3,54946,2.4e-43,-1.924709419
SLC43A1,8501,2.08e-44,2.398573834
SLC43A3,29015,5.76e-61,-2.885591703
SLC44A3,126969,0.001318989,2.541082878
SLC44A5,204962,1.89e-06,-2.515677527
SLC45A1,50651,3.91e-24,-1.756032027
SLC45A2,51151,1.1e-27,-1.537888739
SLC45A3,85414,2.89e-15,-0.68334103
SLC46A1,113235,1.11e-07,0.603594153
SLC46A3,283537,3.32e-05,0.777114719
SLC47A1,55244,2.76e-35,-1.272680255
SLC48A1,55652,9.1e-13,-1.161228762
SLC4A1,6521,2.29e-30,-1.499906896
SLC4A11,83959,1.37e-06,0.586567012
SLC4A2,6522,7.57e-15,0.888123409
SLC4A3,6508,3.21e-16,-0.653902824
SLC4A4,8671,3.01e-07,-3.555097196
SLC4A7,9497,6.28e-14,-6.59049383
SLC4A9,83697,1.07e-26,-2.163865779
SLC50A1,55974,6.97e-21,1.952456635
SLC51A,200931,9.6e-11,-1.384714428
SLC51B,123264,3.16e-06,0.429343723
SLC52A1,55065,2.68e-22,1.282682593
SLC52A2,79581,8.87e-23,-1.043437059
SLC52A3,113278,1.22e-09,-0.683529152
SLC5A1,6523,1.7e-20,-2.585133602
SLC5A11,115584,1.19e-43,-1.948264424
SLC5A12,159963,3.66e-06,-1.479114031
SLC5A2,6524,5.64e-26,1.153192947
SLC5A3,6526,1.55e-28,1.701665301
SLC5A4,6527,1.7e-34,-1.261238899
SLC5A5,6528,3.39e-18,1.198241091
SLC5A7,60482,1.14e-29,2.503296452
SLC5A8,160728,0.000626853,2.512836192
SLC5A9,200010,0.039009614,-1.957947433
SLC6A1,6529,5.83e-42,-1.582948044
SLC6A1-AS1,100874090,5.83e-42,-1.582948044
SLC6A13,6540,7.85e-20,-1.185298524
SLC6A14,11254,0.00014881,-1.569936513
SLC6A15,55117,1.19e-25,2.29307867
SLC6A16,28968,4.67e-29,-1.295887117
SLC6A17,388662,1.62e-38,-1.933234588
SLC6A20,54716,1.2e-08,5.107721528
SLC6A3,6531,7.71e-06,4.333681504
SLC6A4,6532,1.52e-34,1.255097709
SLC6A5,9152,1.17e-18,5.929947894
SLC6A8,6535,1.26e-30,-1.368548844
SLC6A9,6536,3.95e-17,-0.875948201
SLC7A10,56301,8.62e-29,1.955356757
SLC7A11,23657,5.84e-07,-3.610745859
SLC7A11-AS1,641364,2.56e-20,-1.143544476
SLC7A2,6542,3.4e-10,-5.082871232
SLC7A5,8140,6.12e-49,2.647478172
SLC7A6,9057,3.34e-28,-1.279816656
SLC7A6OS,84138,8.62e-09,-0.613447424
SLC7A7,9056,3.87e-25,-1.504226514
SLC7A8,23428,1.5e-46,1.844891313
SLC7A9,11136,7.37e-07,-0.449929376
SLC8A1,6546,2.59e-16,-6.214259022
SLC8A1-AS1,100128590,1.78e-06,-3.441245433
SLC8A2,6543,6.25e-23,2.225584392
SLC9A2,6549,1.25e-46,-2.546056376
SLC9A3R1,9368,1.8e-40,-2.015636302
SLC9A3R2,9351,8.43e-56,3.596413937
SLC9A4,389015,1.45e-22,-4.585739416
SLC9A6,10479,4.08e-06,4.181773194
SLC9A9,285195,2.49e-05,-3.928335735
SLC9A9-AS1,100885796,0.00055956,-0.266654501
SLC9B1,150159,1.87e-10,0.515392357
SLC9B2,133308,0.002592409,-2.133951938
SLC9C1,285335,7.7e-09,-1.170602678
SLC9C2,284525,4.52e-20,-1.382231853
SLCO1A2,6579,4.88e-05,-3.097905366
SLCO1B1,10599,2.29e-07,-4.290877178
SLCO1B3,28234,3.63e-05,-2.980349569
SLCO1C1,53919,3.97e-07,-3.308049702
SLCO2B1,11309,1.02e-68,-2.41051653
SLCO3A1,28232,2.69e-61,-3.564279915
SLCO4A1,28231,1.96e-50,-1.759512162
SLCO4A1-AS1,100127888,0.011553768,0.2978328
SLCO4C1,353189,3.48e-15,-0.688547255
SLCO6A1,133482,0.005829102,-2.760057551
SLED1,643036,1.01e-18,1.417831545
SLF1,84250,2.47e-13,-5.481395319
SLF2,55719,0.002939105,-0.685558572
SLFN12L,100506736,7.54e-27,2.050079275
SLFN13,146857,4.7e-24,8.821676834
SLFN14,342618,4.9e-12,-0.856905495
SLFNL1,200172,1.18e-05,-0.452777918
SLFNL1-AS1,100507178,1.04e-17,-1.046965173
SLIRP,81892,0.00018722,0.205303968
SLIT1,6585,2.68e-31,-2.173669691
SLIT1-AS1,100505540,1.18e-23,-1.432100043
SLIT3,6586,1.09e-44,-2.420506865
SLITRK1,114798,4.85e-14,1.877707132
SLITRK2,84631,1.39e-05,-1.052585003
SLITRK3,22865,6.64e-15,2.108164331
SLITRK4,139065,1.11e-06,1.106623633
SLITRK5,26050,6.04e-11,1.361335903
SLK,9748,2.87e-06,-1.780413738
SLN,6588,2.42e-06,-3.402349746
SLPI,6590,2.71e-26,-2.748777804
SLTM,79811,2.15e-05,2.369041664
SLURP1,57152,3.05e-09,-0.55066015
SLX4,84464,1.99e-21,-0.83228163
SLX4IP,128710,4.33e-18,-5.516104195
SMAD1,4086,9.41e-06,4.188119011
SMAD1-AS2,101927659,1.05e-26,1.270287948
SMAD2,4087,2.1e-10,6.121210844
SMAD3,4088,8.47e-23,8.443378714
SMAD6,4091,8.64e-05,4.07302057
SMAD7,4092,1.56e-39,3.628567101
SMAD9,4093,0.022818652,-2.149952359
SMAGP,57228,6.17e-16,-0.904471694
SMAP2,64744,3.09e-48,-2.076268343
SMARCA2,6595,5.48e-07,4.805215296
SMARCA4,6597,0.000282766,2.709622168
SMARCAD1,56916,2.31e-18,0.733944502
SMARCC2,6601,0.000909063,-0.223785393
SMARCD1,6602,1.02e-15,-1.191331696
SMARCD2,6603,2.94e-20,1.045437027
SMARCE1,6605,1.66e-13,0.831815433
SMC1A,8243,6.77e-40,1.718502563
SMC1B,27127,2.31e-08,1.019930111
SMC4,10051,3.5e-16,-5.817274334
SMC5,23137,0.009137155,2.768683346
SMC6,79677,5.97e-10,-2.176482158
SMCO1,255798,1.77e-17,-0.750630552
SMCO2,341346,3.14e-11,-0.654952035
SMCO3,440087,8.55e-13,6.146776778
SMCO4,56935,1.26e-30,-4.470736869
SMCP,4184,1.12e-23,-1.638435996
SMCR2,105371564,1.78e-35,-1.464353414
SMCR5,140771,8.83e-34,1.476373224
SMDT1,91689,1.02e-18,1.194493646
SMG7,9887,3.42e-05,-2.245591126
SMG8,55181,0.00236331,0.303696565
SMG9,56006,1.04e-35,-1.68164527
SMIM1,388588,6.57e-05,0.432886625
SMIM10,644538,0.000801212,-0.668288261
SMIM10L1,100129361,2.99e-08,-0.290955178
SMIM10L2A,399668,0.003152502,0.415963094
SMIM14,201895,5.74e-33,-1.690290283
SMIM15,643155,2.8e-24,0.883650357
SMIM17,147670,1.7e-08,1.003366785
SMIM18,100507341,0.015461013,-0.398171756
SMIM19,114926,0.003834913,2.058685602
SMIM2,79024,7.36e-11,-0.927952352
SMIM20,389203,0.00050998,-2.017743586
SMIM21,284274,3.99e-15,-1.146401269
SMIM23,644994,0.000101756,-0.537376298
SMIM24,284422,1.08e-14,0.674862376
SMIM3,85027,6.22e-17,-0.920246435
SMIM4,440957,3.13e-05,0.605819469
SMIM5,643008,7.44e-42,1.351364089
SMIM6,100130933,1.72e-28,0.810199532
SMIM7,79086,0.009529319,0.141837145
SMIM8,57150,0.002061015,1.442491161
SMIM9,100132963,4.4e-09,-0.959609552
SMLR1,100507203,2.59e-32,1.295861853
SMO,6608,9.35e-33,2.695278281
SMOC1,64093,1.52e-16,-1.983397887
SMOC2,64094,2.42e-10,-3.202446377
SMOX,54498,1.13e-18,-1.833427803
SMPD1,6609,0.012871021,0.781325345
SMPD4,55627,1.09e-15,-1.176064856
SMPDL3A,10924,0.000116333,-1.175839808
SMPDL3B,27293,2.56e-06,0.509673335
SMR3A,26952,1.35e-05,-1.809914053
SMR3B,10879,2.32e-05,-3.368346139
SMS,6611,2.17e-10,3.625986223
SMTN,6525,1.12e-31,1.468347799
SMTNL1,219537,8.86e-32,-1.174114672
SMTNL2,342527,9.45e-05,2.343232417
SMU1,55234,1.88e-09,0.900700975
SMYD2,56950,8.76e-09,-1.259681645
SMYD4,114826,9.54e-38,-2.337557479
SMYD5,10322,1.01e-22,-1.314091739
SNAI1,6615,6.77e-08,1.660806214
SNAI3,333929,4.84e-08,0.806940794
SNAI3-AS1,197187,4.84e-08,0.806940794
SNAP25,6616,1.61e-09,-1.570703388
SNAP47,116841,1.31e-38,-1.917865273
SNAP91,9892,1.17e-06,3.508959111
SNAPC2,6618,3.19e-37,-1.697845064
SNAPC3,6619,1.25e-05,2.357573994
SNAPC5,10302,1.62e-11,-0.706184812
SNCA,6622,4.28e-17,2.152118536
SNCA-AS1,644248,0.004588649,-1.865379752
SNCAIP,9627,5.69e-13,-6.331810054
SNCB,6620,4.26e-25,7.133729664
SNCG,6623,5.83e-28,-1.247458405
SNF8,11267,8.5e-06,2.47148452
SNHG10,283596,6.67e-31,-1.342689572
SNHG12,85028,2.19e-06,-3.497223409
SNHG15,285958,1.14e-16,-1.292302409
SNHG20,654434,6.6e-15,-0.969050913
SNHG21,100505616,4.82e-05,-0.573319103
SNHG3,8420,0.001484841,-1.725106649
SNIP1,79753,0.0011874,-2.752758741
SNN,8303,3.02e-17,1.377298099
SNORA1,677792,5.7e-05,-1.933469221
SNORA10,574042,0.001179257,-1.335398735
SNORA11,677799,0.000817052,2.650378433
SNORA11B,100124539,2.86e-09,-0.727953037
